Name,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Currency,Subtotal,Shipping,Taxes,Total,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing City,Billing Zip,Billing Province,Billing Country,Shipping City,Shipping Province,Shipping Country,Cancelled at,Payment Method,Refunded Amount,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Duties,Billing Province Name,Shipping Province Name
#MC16319,,,,,,,,,,,,2023-02-06 07:28:10 +0200,1,Pillow case 40X160 - NAVY,31,91,2008001-NAVY,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16319,,,,,,,,,,,,2023-02-06 07:28:10 +0200,1,Pillow case 40X160 - BLACK,31,91,2008001-BLACK,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16319,,,,,,,,,,,,2023-02-06 07:28:10 +0200,1,Flat bed sheet 240X260 - 240X260 / BLACK,118,354,2007960-BLACK,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16319,,,,,,,,,,,,2023-02-06 07:28:10 +0200,1,Flat bed sheet 240X260 - 240X260 / PURPLE,118,354,2007960-D.PURPLE,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16319,,,,,,,,,,,,2023-02-06 07:28:10 +0200,1,Super Mama Kitchen Apron Set - Rose,144,315,2023156-Rose,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16319,,,,,,,,,,,,2023-02-06 07:28:10 +0200,1,Pillow case 40X160 - RED,31,91,2008001-RED,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16319,,,,,,,,,,,,2023-02-06 07:28:10 +0200,1,Pillow case 40X160 - PURPLE,31,91,2008001-D.PURPLE,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16319,,,,,,,,,,,,2023-02-06 07:28:10 +0200,1,Pillow case 40X180 - 40X180 / VIOLET,37,105,2008002-L.PURPLE,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16319,,,,,,,,,,,,2023-02-06 07:28:10 +0200,1,Stars Duvet - 240x240 / navy x white,980,2166,2023105,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16319,,,,,,,,,,,,2023-02-06 07:28:10 +0200,1,Mattress Protector - 160x200 / Grey,355,591,2013626-grey,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16320,voided,,unfulfilled,,EGP,236,50,0,286,0,Shipping Rate,2023-02-06 08:12:51 +0200,2,Flat bed sheet 240X260 - 240X260 / BLACK,118,354,2007960-BLACK,TRUE,TRUE,pending,القاهرة,'3,C,EG,القاهرة,C,EG,2023-02-06 16:08:05 +0200,Cash on Delivery (COD),0,,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16321,paid,2023-04-11 16:08:58 +0200,fulfilled,2023-02-07 16:48:26 +0200,EGP,857,50,0,907,0,Shipping Rate,2023-02-06 09:27:39 +0200,2,Percale Fitted Sheet- Sleep Essentials - 120x200 / Beige,243,486,2016774-Beige,TRUE,TRUE,fulfilled,Cairo - Maadi,'11431,C,EG,Cairo - Maadi,C,EG,,Cash on Delivery (COD),0,"BOSTA, exchange",Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16321,,,,,,,,,,,,2023-02-06 09:27:39 +0200,1,Percale Fitted Sheet- Sleep Essentials - 180x200 / Off white,371,741,2016776-off white,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16322,paid,2023-04-11 16:08:58 +0200,fulfilled,2023-02-07 16:32:06 +0200,EGP,438,50,0,488,0,Shipping Rate,2023-02-06 10:37:16 +0200,1,Flat bed sheet 180X240 - 180X240 / BLACK,85,275,2007958-BLACK,TRUE,TRUE,fulfilled,هليوبلس,'18,C,EG,هليوبلس,C,EG,,Cash on Delivery (COD),0,R2S,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16322,,,,,,,,,,,,2023-02-06 10:37:16 +0200,1,Flat Bedsheets *240X280* Sleep Essentials - 240X280 / PURPLE,177,354,2007961-D.PURPLE,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16322,,,,,,,,,,,,2023-02-06 10:37:16 +0200,1,Flat bed sheet  220X240 - 220X240 / RED,88,315,2007959-RED,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16322,,,,,,,,,,,,2023-02-06 10:37:16 +0200,1,Flat bed sheet  220X240 - 220X240 / PURPLE,88,315,2007959D.PURPLE,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16323,paid,2023-04-11 16:08:58 +0200,fulfilled,2023-03-13 10:00:41 +0200,EGP,184,50,0,234,0,Shipping Rate,2023-02-06 11:03:22 +0200,1,Kitchen Towel size 50x70 - 50x70 / Yellow,47,95,2013084-yellow,TRUE,TRUE,fulfilled,New cairo,'1044,C,EG,New cairo,C,EG,,Cash on Delivery (COD),0,R2S,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16323,,,,,,,,,,,,2023-02-06 11:03:22 +0200,1,Bath Mat Towel (Foot Pattern) Size 50x70 - 50x70 / Black,137,273,2018550,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16324,paid,2023-04-11 16:08:58 +0200,fulfilled,2023-02-07 16:28:41 +0200,EGP,218,50,0,268,0,Shipping Rate,2023-02-06 11:30:35 +0200,1,Kitchen Towel size 50x70 - 50x70 / Dark pink,47,95,2013084-dark pink,TRUE,TRUE,fulfilled,مصر الجديده,'1,C,EG,مصر الجديده,C,EG,,Cash on Delivery (COD),0,R2S,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16324,,,,,,,,,,,,2023-02-06 11:30:35 +0200,1,Kitchen Towel size 50x70 - 50x70 / Light blue,47,95,2013084-light blue,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16324,,,,,,,,,,,,2023-02-06 11:30:35 +0200,1,Majesty Jacquard Face Towel - 50 x 90 / pink,62,125,2020741,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16324,,,,,,,,,,,,2023-02-06 11:30:35 +0200,1,Majesty Jacquard Face Towel - 50 x 90 / sky blue,62,125,2020741,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16325,paid,2023-04-11 16:08:58 +0200,fulfilled,2023-02-07 16:40:42 +0200,EGP,1174,0,0,1174,0,Free Shipping,2023-02-06 11:35:11 +0200,1,Angelic Warmth White Duvet -Sleep Essentials 240*240 - 240x240 / white,912,2494,2023090,TRUE,TRUE,fulfilled,‏مدينة نصر الحي التاسع,٢٢,C,EG,‏مدينة نصر الحي التاسع,C,EG,,Cash on Delivery (COD),0,Nexus,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16325,,,,,,,,,,,,2023-02-06 11:35:11 +0200,1,Mattress Protector - 120x200 / Grey,262,524,2013625-grey,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16326,paid,2023-04-11 16:08:59 +0200,fulfilled,2023-02-14 16:25:28 +0200,EGP,989,100,0,1089,0,Custom,2023-02-06 11:46:19 +0200,1,Majesty Jacquard Face Towel - 50 x 90 / grey,62,,2020741,TRUE,TRUE,fulfilled,اسيوط,,SU,EG,اسيوط,SU,EG,,Cash on Delivery (COD),0,R2S,Low,shopify_draft_order,0,,,,,,,,,,,,6th of October,6th of October
#MC16326,,,,,,,,,,,,2023-02-06 11:46:19 +0200,1,Majesty Jacquard Face Towel - 50 x 90 / beige,62,,2020741,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16326,,,,,,,,,,,,2023-02-06 11:46:19 +0200,1,Majesty Jacquard Face Towel - 50 x 90 / pink,62,,2020741,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16326,,,,,,,,,,,,2023-02-06 11:46:19 +0200,1,Majesty Jacquard Face Towel - 50 x 90 / sky blue,62,,2020741,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16326,,,,,,,,,,,,2023-02-06 11:46:19 +0200,4,Hand Towels ( 30cm x 30 cm ) - 30x30 / Dark Rose,32,,2017982,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16326,,,,,,,,,,,,2023-02-06 11:46:19 +0200,1,Towels Set (3 pieces) - Maroon,447,,2013082-maroon,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16326,,,,,,,,,,,,2023-02-06 11:46:19 +0200,1,Bath Towel 96x176 - 96x176 / sky blue,166,328,2013818-ice blue,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16327,paid,2023-04-11 16:08:59 +0200,fulfilled,2023-02-07 16:26:39 +0200,EGP,1167,0,0,1167,0,Free Shipping,2023-02-06 11:46:29 +0200,1,Plain Bathrobe - XXL / Jeans Blue,662,945,2016626-jeans blue,TRUE,TRUE,fulfilled,Cairo,'10,C,EG,Cairo,C,EG,,Cash on Delivery (COD),0,R2S,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16327,,,,,,,,,,,,2023-02-06 11:46:29 +0200,2,Bath Mat Towel (Versace) - 50x70 / Beige,137,273,2013086-Beige,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16327,,,,,,,,,,,,2023-02-06 11:46:29 +0200,1,Bath Mat Towel (foot) - 50x90 / White,231,462,2013085-white,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16328,voided,,unfulfilled,,EGP,250,50,0,300,0,Shipping Rate,2023-02-06 13:26:32 +0200,1,Golden Christmas hand towel,45,75,2023464,TRUE,TRUE,pending,Cairo,'3,C,EG,Cairo,C,EG,2023-02-06 13:50:38 +0200,Cash on Delivery (COD),0,,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16328,,,,,,,,,,,,2023-02-06 13:26:32 +0200,1,Golden Christmas Towels,140,190,2023465,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16328,,,,,,,,,,,,2023-02-06 13:26:32 +0200,1,Christmas Towels,65,188,2017986-pack,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16329,paid,2023-02-14 17:46:09 +0200,fulfilled,2023-02-06 17:05:39 +0200,EGP,207,0,0,207,0,,2023-02-06 14:35:32 +0200,1,Everlasting Comfort Cushion in Aqua and Brown - 50x50 / Tribal Game Aqua and Brown,207,,2023157-AquaXBrown,TRUE,TRUE,fulfilled,Cairo,'12589,GZ,EG,Cairo,GZ,EG,,Cash on Delivery (COD),0,"BOSTA, exchange",Low,shopify_draft_order,0,,,,,,,,,,,,Giza,Giza
#MC16330,paid,2023-04-11 16:08:59 +0200,fulfilled,2023-02-07 16:33:53 +0200,EGP,170,50,0,220,0,Shipping Rate,2023-02-06 14:56:59 +0200,1,Flat bed sheet 180X240 - 180X240 / RED,85,275,2007958-RED,TRUE,TRUE,fulfilled,Aqusa,'01025342235,GZ,EG,Aqusa,GZ,EG,,Cash on Delivery (COD),0,R2S,Low,web,0,,,,,,,,,,,,Giza,Giza
#MC16330,,,,,,,,,,,,2023-02-06 14:56:59 +0200,1,Flat bed sheet 180X240 - 180X240 / BLACK,85,275,2007958-BLACK,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16331,paid,2023-04-11 16:08:59 +0200,fulfilled,2023-02-07 16:47:11 +0200,EGP,684,50,0,734,0,Shipping Rate,2023-02-06 15:15:30 +0200,1,Angelic Warmth White Duvet- Sleep Essentials 180*240 - 180x240 / white,684,1444,2023089,TRUE,TRUE,fulfilled,06-Oct,'23,C,EG,06-Oct,C,EG,,Cash on Delivery (COD),0,BOSTA,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16332,paid,2023-02-06 15:15:42 +0200,fulfilled,2023-02-07 16:24:06 +0200,EGP,186,50,0,236,0,Shipping Rate,2023-02-06 15:15:41 +0200,1,Beach towel ( tassels) - 90x150 / Rose,68,119.99,2013083-rose,TRUE,TRUE,fulfilled,Cairo,'12556,GZ,EG,Cairo,GZ,EG,,PayTabs Egypt,0,R2S,Low,web,0,,,,,,,,,,,,Giza,Giza
#MC16332,,,,,,,,,,,,2023-02-06 15:15:41 +0200,1,Flat bed sheet 240X260 - 240X260 / BLACK,118,354,2007960-BLACK,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16333,voided,,unfulfilled,,EGP,1143,0,0,1143,0,Free Shipping,2023-02-06 15:17:11 +0200,1,Bath Mat Towel (Versace) - 50x70 / Olive,137,273,2013086-olive,TRUE,TRUE,pending,Madinaty,'12,C,EG,Madinaty,C,EG,2023-02-09 11:51:16 +0200,Cash on Delivery (COD),0,R2S,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16333,,,,,,,,,,,,2023-02-06 15:17:11 +0200,1,Bath Mat Towel (Foot Pattern) Size 50x70 - 50x70 / White,137,273,2018550,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16333,,,,,,,,,,,,2023-02-06 15:17:11 +0200,1,Super Mama Kitchen Apron Set - Royal Blue,144,315,2023156-Royalblue,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16333,,,,,,,,,,,,2023-02-06 15:17:11 +0200,2,Kitchen Towel size 50x70 - 50x70 / Beige,47,95,2013084-beige,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16333,,,,,,,,,,,,2023-02-06 15:17:11 +0200,1,Tender Jacquard Face Towel - 50 x 100 / Light grey,110,221,2020742,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16333,,,,,,,,,,,,2023-02-06 15:17:11 +0200,1,Tender Jacquard Face Towel - 50 x 100 / Beige,110,221,2020742,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16333,,,,,,,,,,,,2023-02-06 15:17:11 +0200,1,Bath Mat Towel (Versace) - 50x70 / Rose,137,273,2013086-Rose,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16333,,,,,,,,,,,,2023-02-06 15:17:11 +0200,1,Bath Mat Towel (Versace) - 50x70 / Grey,137,273,2013086-Grey,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16333,,,,,,,,,,,,2023-02-06 15:17:11 +0200,1,Bath Mat Towel (Foot Pattern) Size 50x70 - 50x70 / Royal Blue,137,273,2018550,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16334,paid,2023-02-06 16:09:57 +0200,fulfilled,2023-02-07 16:42:34 +0200,EGP,1397,0,0,1397,0,Free Shipping,2023-02-06 16:09:56 +0200,1,Bath Mat Towel (Foot Pattern) Size 50x70 - 50x70 / Beige,137,273,2018550,TRUE,TRUE,fulfilled,Cairo,'3,C,EG,Cairo,C,EG,,Tabby + PayTabs Egypt,0,Nexus,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16334,,,,,,,,,,,,2023-02-06 16:09:56 +0200,4,Kitchen Towel size 50x70 - 50x70 / Beige,47,95,2013084-beige,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16334,,,,,,,,,,,,2023-02-06 16:09:56 +0200,2,Plain Duvet (single) - 180x230 / pink,399,590,2016628-pink,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16334,,,,,,,,,,,,2023-02-06 16:09:56 +0200,2,Bath Mat Towel (Versace) - 50x70 / Grey,137,273,2013086-Grey,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16335,paid,2023-04-11 16:08:59 +0200,fulfilled,2023-03-13 10:06:53 +0200,EGP,2130,0,0,2130,0,Free Shipping,2023-02-06 16:13:54 +0200,1,Super Mama Kitchen Apron Set - Sky Blue,144,315,2023156-SkyBlue,TRUE,TRUE,fulfilled,Cairo heliopolis,'11,C,EG,Cairo heliopolis,C,EG,,Cash on Delivery (COD),0,R2S,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16335,,,,,,,,,,,,2023-02-06 16:13:54 +0200,1,Plain Bathrobe - L / Navy,662,945,2016626-Navy,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16335,,,,,,,,,,,,2023-02-06 16:13:54 +0200,1,Plain Bathrobe - M / White,662,945,2016626-White,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16335,,,,,,,,,,,,2023-02-06 16:13:54 +0200,1,Plain Bathrobe - XL / White,662,945,2016626-White,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16336,paid,2023-04-11 16:08:59 +0200,fulfilled,2023-02-08 16:19:37 +0200,EGP,1349,0,0,1349,0,Free Shipping,2023-02-06 17:53:53 +0200,2,Nano Fiber Pillow- feather feeling-,246,410,2011130,TRUE,TRUE,fulfilled,New Cairo,'4,C,EG,New Cairo,C,EG,,Cash on Delivery (COD),0,R2S,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16336,,,,,,,,,,,,2023-02-06 17:53:53 +0200,1,Percale Fitted Sheet- Sleep Essentials - 180x200 / Off white,371,741,2016776-off white,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16336,,,,,,,,,,,,2023-02-06 17:53:53 +0200,2,Percale Fitted Sheet- Sleep Essentials - 120x200 / Off white,243,486,2016774-off white,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16337,voided,,unfulfilled,,EGP,192,50,0,242,0,Shipping Rate,2023-02-06 18:12:47 +0200,6,Hand Towels ( 30cm x 30 cm ) - 30x30 / Grey,32,53,2017982,TRUE,TRUE,pending,Sheikh zayed,'113,GZ,EG,Sheikh zayed,GZ,EG,2023-02-07 16:33:56 +0200,Cash on Delivery (COD),0,,Low,web,0,,,,,,,,,,,,Giza,Giza
#MC16338,paid,2023-02-15 17:35:19 +0200,fulfilled,2023-02-08 16:20:03 +0200,EGP,137,50,0,187,0,Shipping Rate,2023-02-06 19:18:01 +0200,1,Bath Mat Towel (Foot Pattern) Size 50x70 - 50x70 / Royal Blue,137,273,2018550,TRUE,TRUE,fulfilled,Giza,'12677,SU,EG,Giza,SU,EG,,Cash on Delivery (COD),0,"R2S, Return",Low,web,0,,,,,,,,,,,,6th of October,6th of October
#MC16339,paid,2023-04-11 16:08:59 +0200,fulfilled,2023-02-25 14:49:03 +0200,EGP,1280,0,0,1280,0,Free Shipping,2023-02-06 19:40:10 +0200,1,Kitchen Towel size 50x70 - 50x70 / Beige,47,95,2013084-beige,TRUE,TRUE,fulfilled,التجمع الاول,'5227,C,EG,التجمع الاول,C,EG,,Cash on Delivery (COD),0,R2S,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16339,,,,,,,,,,,,2023-02-06 19:40:10 +0200,3,Bath Mat Towel (Foot Pattern) Size 50x70 - 50x70 / Beige,137,273,2018550,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16339,,,,,,,,,,,,2023-02-06 19:40:10 +0200,3,Bath Mat Towel (Foot Pattern) Size 50x70 - 50x70 / Royal Blue,137,273,2018550,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16339,,,,,,,,,,,,2023-02-06 19:40:10 +0200,3,Bath Mat Towel (Versace) - 50x70 / Beige,137,273,2013086-Beige,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16340,paid,2023-04-11 16:09:00 +0200,fulfilled,2023-02-08 15:54:53 +0200,EGP,1340,0,0,1340,0,Free Shipping,2023-02-06 20:21:26 +0200,1,Percale Pillow Cases- Sleep Essentials - 50x70 / Pink,128,256,2016778,TRUE,TRUE,fulfilled,giza,'9,SU,EG,giza,SU,EG,,Cash on Delivery (COD),0,R2S,Low,web,0,,,,,,,,,,,,6th of October,6th of October
#MC16340,,,,,,,,,,,,2023-02-06 20:21:26 +0200,1,Percale Pillow Cases- Sleep Essentials - 50x70 / Sky Blue,128,256,2016778-Sky blue,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16340,,,,,,,,,,,,2023-02-06 20:21:26 +0200,1,Bath Mat Towel (Foot Pattern) Size 50x70 - 50x70 / Grey,137,273,2018550,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16340,,,,,,,,,,,,2023-02-06 20:21:26 +0200,1,Percale Fitted Sheet- Sleep Essentials - 120x200 / Pink,243,486,2016774-pink,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16340,,,,,,,,,,,,2023-02-06 20:21:26 +0200,1,Percale Fitted Sheet- Sleep Essentials - 120x200 / Sky blue,243,486,2016774-sky blue,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16340,,,,,,,,,,,,2023-02-06 20:21:26 +0200,1,Beach Towel (Apple Green Jacquard),175,375,2020739-Apple Green Jacquard,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16340,,,,,,,,,,,,2023-02-06 20:21:26 +0200,1,Beach Mat Towel - 1.50m circle / Orange,286,644,2014454-Orange,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16341,voided,,unfulfilled,,EGP,1084,0,0,1084,0,Free Shipping,2023-02-06 20:25:06 +0200,2,Mattress Protector - 160x200 / White,355,591,2013626-white,TRUE,TRUE,pending,Cairo,'31,C,EG,Cairo,C,EG,2023-02-06 22:45:00 +0200,Cash on Delivery (COD),0,,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16341,,,,,,,,,,,,2023-02-06 20:25:06 +0200,1,Mattress Protector - 180x200 / White,374,624,2013627-white,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16342,paid,2023-04-11 16:09:00 +0200,fulfilled,2023-02-08 16:20:54 +0200,EGP,1766,0,0,1766,0,Free Shipping,2023-02-06 21:15:23 +0200,1,Plain Bathrobe - L / Lavender,662,945,2016626-lavender,TRUE,TRUE,fulfilled,Giza,'2,SU,EG,Giza,SU,EG,,Cash on Delivery (COD),0,R2S,Low,web,0,,,,,,,,,,,,6th of October,6th of October
#MC16342,,,,,,,,,,,,2023-02-06 21:15:23 +0200,1,Kids Bathrobe (Plain) - 12 Years / Jeans blue,368,525,2013158-D.ICE BLUE,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16342,,,,,,,,,,,,2023-02-06 21:15:23 +0200,1,Kids Bathrobe (Plain) - 12 Years / Purple,368,525,2013158-Purple,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16342,,,,,,,,,,,,2023-02-06 21:15:23 +0200,1,Kids Bathrobe (Plain) - 4 Years / Orange,368,525,2013158-Orange,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16343,paid,2023-04-11 16:09:00 +0200,fulfilled,2023-02-08 16:18:51 +0200,EGP,88,50,0,138,0,Shipping Rate,2023-02-06 21:20:34 +0200,1,Flat bed sheet  220X240 - 220X240 / RED,88,315,2007959-RED,TRUE,TRUE,fulfilled,1,'4521402,C,EG,1,C,EG,,Cash on Delivery (COD),0,R2S,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16344,voided,,unfulfilled,,EGP,408,50,0,458,0,Shipping Rate,2023-02-06 21:29:20 +0200,1,Pillow case 40X180 - 40X180 / BEIGE,37,105,2008002-BEIGE,TRUE,TRUE,pending,القاهره,'21,C,EG,القاهره,C,EG,2023-05-02 01:55:57 +0300,Cash on Delivery (COD),0,R2S,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16344,,,,,,,,,,,,2023-02-06 21:29:20 +0200,1,Percale Fitted Sheet- Sleep Essentials - 180x200 / White,371,741,2016776-white,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16345,voided,,unfulfilled,,EGP,224,50,0,274,0,Shipping Rate,2023-02-06 21:34:22 +0200,2,Kitchen towel (cheff) - 50X70 / RED,40,0,2003802-RED,TRUE,TRUE,pending,تريمف,'11361,C,EG,تريمف,C,EG,2023-02-08 11:22:00 +0200,Cash on Delivery (COD),0,,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16345,,,,,,,,,,,,2023-02-06 21:34:22 +0200,1,Super Mama Kitchen Apron Set - Royal Blue,144,315,2023156-Royalblue,TRUE,TRUE,pending,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16346,paid,2023-02-06 23:07:31 +0200,fulfilled,2023-02-08 16:19:13 +0200,EGP,473,50,0,523,0,Shipping Rate,2023-02-06 23:07:30 +0200,1,Kids Bed Sheet 6pcs set (Cars),473,788,2018674-Cars,TRUE,TRUE,fulfilled,Cairo,'11511,C,EG,Cairo,C,EG,,Tabby,0,R2S,Low,web,0,,,,,,,,,,,,Cairo,Cairo
#MC16347,paid,2023-04-11 16:09:00 +0200,fulfilled,2023-02-08 16:18:01 +0200,EGP,1714,0,0,1714,0,Free Shipping,2023-02-06 23:17:20 +0200,1,Chess Coverlet - royal blue / 225 X 255,1017,2035,2021006,TRUE,TRUE,fulfilled,Mansoura,'4,DK,EG,Mansoura,DK,EG,,Cash on Delivery (COD),0,R2S,Low,web,0,,,,,,,,,,,,Dakahlia,Dakahlia
#MC16347,,,,,,,,,,,,2023-02-06 23:17:20 +0200,1,Bath Mat Towel (Versace) - 50x70 / Olive,137,273,2013086-olive,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16347,,,,,,,,,,,,2023-02-06 23:17:20 +0200,2,Majesty Jacquard Face Towel - 50 x 90 / pink,62,125,2020741,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16347,,,,,,,,,,,,2023-02-06 23:17:20 +0200,1,Golden Christmas Towels,140,190,2023465,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
#MC16347,,,,,,,,,,,,2023-02-06 23:17:20 +0200,2,Kitchen Towel size 50x70 - 50x70 / Light blue,47,95,2013084-light blue,TRUE,TRUE,fulfilled,,,,,,,,,,,,,,0,,,,,,,,,,,,,
